Figure Info,...2,...3,...4,...5,...6,...7,...8,...9,...10,Figure in Ecosystem,...12,...13,...14,...15,...16,...17
icon,tab_group,tab,image_link,caption,monitoring_title,monitoring_link,data_title,data_link,comments,interactive_possible,Rocky Shore,Sandy Beach,Kelp Forest,Sandy Seafloor,Deep Seafloor,Pelagic
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
