site,date,sp_method,species,bin,count,nms
Crook Point,3/26/14,sea_star,PISOCH,80,2,CINMS
Crook Point,12/5/14,sea_star,PATMIN,NA,0,CINMS
Crook Point,12/5/14,sea_star,PISGIG,NA,0,CINMS
Crook Point,12/5/14,sea_star,PISOCH,90,1,CINMS
Crook Point,12/5/14,sea_star,PISOCH,100,1,CINMS
Crook Point,12/5/14,sea_star,PISOCH,110,3,CINMS
Crook Point,12/5/14,sea_star,PISOCH,120,2,CINMS
Crook Point,12/5/14,sea_star,PISOCH,130,1,CINMS
Crook Point,12/5/14,sea_star,PISOCH,20,1,CINMS
Crook Point,12/5/14,sea_star,PISOCH,30,1,CINMS
Crook Point,12/5/14,sea_star,PISOCH,40,6,CINMS
Crook Point,12/5/14,sea_star,PISOCH,50,3,CINMS
Crook Point,12/5/14,sea_star,PISOCH,60,1,CINMS
Crook Point,12/5/14,sea_star,PISOCH,70,1,CINMS
Crook Point,12/5/14,sea_star,PISOCH,80,2,CINMS
Crook Point,12/5/14,sea_star,PYCHEL,NA,0,CINMS
Crook Point,2/6/16,sea_star,PISOCH,90,1,CINMS
Crook Point,2/6/16,sea_star,PISOCH,100,1,CINMS
Crook Point,2/6/16,sea_star,PISOCH,10,2,CINMS
Crook Point,2/6/16,sea_star,PISOCH,20,1,CINMS
Crook Point,2/6/16,sea_star,PISOCH,30,3,CINMS
Crook Point,2/6/16,sea_star,PISOCH,40,3,CINMS
Crook Point,2/6/16,sea_star,PISOCH,50,6,CINMS
Crook Point,2/6/16,sea_star,PISOCH,60,6,CINMS
Crook Point,2/6/16,sea_star,PISOCH,70,2,CINMS
Crook Point,2/6/16,sea_star,PISOCH,80,1,CINMS
Crook Point,2/8/17,sea_star,PISOCH,90,1,CINMS
Crook Point,2/8/17,sea_star,PISOCH,100,3,CINMS
Crook Point,2/8/17,sea_star,PISOCH,130,1,CINMS
Crook Point,2/8/17,sea_star,PISOCH,40,1,CINMS
Crook Point,2/8/17,sea_star,PISOCH,50,4,CINMS
Crook Point,2/8/17,sea_star,PISOCH,60,3,CINMS
Crook Point,2/8/17,sea_star,PISOCH,70,4,CINMS
Crook Point,2/8/17,sea_star,PISOCH,80,6,CINMS
Crook Point,12/14/17,sea_star,PISOCH,90,1,CINMS
Crook Point,12/14/17,sea_star,PISOCH,110,1,CINMS
Crook Point,12/14/17,sea_star,PISOCH,130,3,CINMS
Crook Point,1/30/19,sea_star,PISOCH,90,1,CINMS
Crook Point,1/30/19,sea_star,PISOCH,100,1,CINMS
Crook Point,1/30/19,sea_star,PISOCH,110,2,CINMS
Crook Point,1/30/19,sea_star,PISOCH,150,2,CINMS
Crook Point,1/30/19,sea_star,PISOCH,160,1,CINMS
Crook Point,6/5/00,sea_star,PISOCH,NM,100,CINMS
Crook Point,11/24/00,sea_star,PISOCH,NM,58,CINMS
Crook Point,4/5/01,sea_star,PISOCH,NM,119,CINMS
Crook Point,11/14/01,sea_star,PISOCH,NM,191,CINMS
Crook Point,3/26/02,sea_star,PISOCH,NM,69,CINMS
Crook Point,1/14/03,sea_star,PISOCH,NM,51,CINMS
Crook Point,4/11/03,sea_star,PISOCH,NM,106,CINMS
Crook Point,1/7/04,sea_star,PISOCH,90,25,CINMS
Crook Point,1/7/04,sea_star,PISOCH,100,15,CINMS
Crook Point,1/7/04,sea_star,PISOCH,110,8,CINMS
Crook Point,1/7/04,sea_star,PISOCH,120,11,CINMS
Crook Point,1/7/04,sea_star,PISOCH,130,3,CINMS
Crook Point,1/7/04,sea_star,PISOCH,140,1,CINMS
Crook Point,1/7/04,sea_star,PISOCH,150,1,CINMS
Crook Point,1/7/04,sea_star,PISOCH,160,1,CINMS
Crook Point,1/7/04,sea_star,PISOCH,40,2,CINMS
Crook Point,1/7/04,sea_star,PISOCH,50,4,CINMS
Crook Point,1/7/04,sea_star,PISOCH,60,5,CINMS
Crook Point,1/7/04,sea_star,PISOCH,70,20,CINMS
Crook Point,1/7/04,sea_star,PISOCH,80,26,CINMS
Crook Point,5/9/04,sea_star,PISOCH,90,10,CINMS
Crook Point,5/9/04,sea_star,PISOCH,100,10,CINMS
Crook Point,5/9/04,sea_star,PISOCH,110,8,CINMS
Crook Point,5/9/04,sea_star,PISOCH,130,2,CINMS
Crook Point,5/9/04,sea_star,PISOCH,NM,13,CINMS
Crook Point,5/9/04,sea_star,PISOCH,40,1,CINMS
Crook Point,5/9/04,sea_star,PISOCH,60,6,CINMS
Crook Point,5/9/04,sea_star,PISOCH,70,6,CINMS
Crook Point,5/9/04,sea_star,PISOCH,80,10,CINMS
Crook Point,1/23/05,sea_star,PISOCH,90,13,CINMS
Crook Point,1/23/05,sea_star,PISOCH,100,6,CINMS
Crook Point,1/23/05,sea_star,PISOCH,110,2,CINMS
Crook Point,1/23/05,sea_star,PISOCH,130,3,CINMS
Crook Point,1/23/05,sea_star,PISOCH,30,1,CINMS
Crook Point,1/23/05,sea_star,PISOCH,40,2,CINMS
Crook Point,1/23/05,sea_star,PISOCH,50,6,CINMS
Crook Point,1/23/05,sea_star,PISOCH,60,11,CINMS
Crook Point,1/23/05,sea_star,PISOCH,70,12,CINMS
Crook Point,1/23/05,sea_star,PISOCH,80,12,CINMS
Crook Point,4/30/05,sea_star,PISOCH,90,7,CINMS
Crook Point,4/30/05,sea_star,PISOCH,100,6,CINMS
Crook Point,4/30/05,sea_star,PISOCH,110,2,CINMS
Crook Point,4/30/05,sea_star,PISOCH,120,3,CINMS
Crook Point,4/30/05,sea_star,PISOCH,130,2,CINMS
Crook Point,4/30/05,sea_star,PISOCH,140,1,CINMS
Crook Point,4/30/05,sea_star,PISOCH,40,1,CINMS
Crook Point,4/30/05,sea_star,PISOCH,60,2,CINMS
Crook Point,4/30/05,sea_star,PISOCH,70,3,CINMS
Crook Point,4/30/05,sea_star,PISOCH,80,10,CINMS
Crook Point,1/25/06,sea_star,PISOCH,90,7,CINMS
Crook Point,1/25/06,sea_star,PISOCH,100,22,CINMS
Crook Point,1/25/06,sea_star,PISOCH,110,8,CINMS
Crook Point,1/25/06,sea_star,PISOCH,120,4,CINMS
Crook Point,1/25/06,sea_star,PISOCH,130,2,CINMS
Crook Point,1/25/06,sea_star,PISOCH,NM,57,CINMS
Crook Point,1/25/06,sea_star,PISOCH,40,3,CINMS
Crook Point,1/25/06,sea_star,PISOCH,50,7,CINMS
Crook Point,1/25/06,sea_star,PISOCH,60,3,CINMS
Crook Point,1/25/06,sea_star,PISOCH,70,7,CINMS
Crook Point,1/25/06,sea_star,PISOCH,80,11,CINMS
Harris Point,1/18/07,sea_star,PATMIN,NA,5,CINMS
Harris Point,1/18/07,sea_star,PISGIG,NA,1,CINMS
Harris Point,1/18/07,sea_star,PISOCH,110,1,CINMS
Harris Point,1/18/07,sea_star,PISOCH,120,1,CINMS
Harris Point,1/18/07,sea_star,PISOCH,130,1,CINMS
Harris Point,1/18/07,sea_star,PISOCH,140,1,CINMS
Harris Point,1/18/07,sea_star,PISOCH,160,4,CINMS
Harris Point,1/18/07,sea_star,PISOCH,180,2,CINMS
Harris Point,5/18/07,sea_star,PATMIN,NA,8,CINMS
Harris Point,5/18/07,sea_star,PISGIG,NA,2,CINMS
Harris Point,5/18/07,sea_star,PISOCH,140,1,CINMS
Harris Point,5/18/07,sea_star,PISOCH,150,2,CINMS
Harris Point,5/18/07,sea_star,PISOCH,160,1,CINMS
Harris Point,5/18/07,sea_star,PISOCH,180,2,CINMS
Harris Point,5/18/07,sea_star,PISOCH,190,1,CINMS
Harris Point,5/18/07,sea_star,PYCHEL,NA,1,CINMS
Harris Point,1/21/08,sea_star,PATMIN,NA,1,CINMS
Harris Point,1/21/08,sea_star,PISGIG,NA,3,CINMS
Harris Point,1/21/08,sea_star,PISOCH,90,1,CINMS
Harris Point,1/21/08,sea_star,PISOCH,100,1,CINMS
Harris Point,1/21/08,sea_star,PISOCH,140,2,CINMS
Harris Point,1/21/08,sea_star,PISOCH,160,1,CINMS
Harris Point,1/21/08,sea_star,PISOCH,170,1,CINMS
Harris Point,1/21/08,sea_star,PISOCH,190,1,CINMS
Harris Point,1/21/08,sea_star,PISOCH,40,1,CINMS
Harris Point,1/21/08,sea_star,PYCHEL,NA,1,CINMS
Harris Point,5/8/08,sea_star,PATMIN,NA,3,CINMS
Harris Point,5/8/08,sea_star,PISOCH,120,1,CINMS
Harris Point,5/8/08,sea_star,PISOCH,140,2,CINMS
Harris Point,5/8/08,sea_star,PISOCH,150,3,CINMS
Harris Point,5/8/08,sea_star,PISOCH,160,3,CINMS
Harris Point,5/8/08,sea_star,PISOCH,170,1,CINMS
Harris Point,5/8/08,sea_star,PISOCH,NM,2,CINMS
Harris Point,5/8/08,sea_star,PISOCH,70,1,CINMS
Harris Point,1/23/09,sea_star,PATMIN,NA,3,CINMS
Harris Point,1/23/09,sea_star,PISGIG,NA,1,CINMS
Harris Point,1/23/09,sea_star,PISOCH,110,1,CINMS
Harris Point,1/23/09,sea_star,PISOCH,120,1,CINMS
Harris Point,1/23/09,sea_star,PISOCH,130,3,CINMS
Harris Point,1/23/09,sea_star,PISOCH,140,2,CINMS
Harris Point,1/23/09,sea_star,PISOCH,150,5,CINMS
Harris Point,1/23/09,sea_star,PISOCH,160,1,CINMS
Harris Point,1/23/09,sea_star,PISOCH,170,1,CINMS
Harris Point,1/23/09,sea_star,PISOCH,180,1,CINMS
Harris Point,1/23/09,sea_star,PISOCH,190,1,CINMS
Harris Point,1/23/09,sea_star,PISOCH,NM,7,CINMS
Harris Point,1/23/09,sea_star,PISOCH,60,1,CINMS
Harris Point,1/23/09,sea_star,PISOCH,80,1,CINMS
Harris Point,1/23/09,sea_star,PYCHEL,NA,1,CINMS
Harris Point,4/3/09,sea_star,PATMIN,NA,2,CINMS
Harris Point,4/3/09,sea_star,PISOCH,NM,7,CINMS
Harris Point,11/15/09,sea_star,LEPTAS,NA,4,CINMS
Harris Point,11/15/09,sea_star,PATMIN,NA,10,CINMS
Harris Point,11/15/09,sea_star,PISGIG,NA,2,CINMS
Harris Point,11/15/09,sea_star,PISOCH,NM,19,CINMS
Harris Point,11/15/09,sea_star,PYCHEL,NA,3,CINMS
Harris Point,4/19/10,sea_star,HENSPP,NA,1,CINMS
Harris Point,4/19/10,sea_star,LEPTAS,NA,2,CINMS
Harris Point,4/19/10,sea_star,PATMIN,NA,8,CINMS
Harris Point,4/19/10,sea_star,PISGIG,NA,2,CINMS
Harris Point,4/19/10,sea_star,PISOCH,100,2,CINMS
Harris Point,4/19/10,sea_star,PISOCH,110,1,CINMS
Harris Point,4/19/10,sea_star,PISOCH,120,4,CINMS
Harris Point,4/19/10,sea_star,PISOCH,130,1,CINMS
Harris Point,4/19/10,sea_star,PISOCH,140,4,CINMS
Harris Point,4/19/10,sea_star,PISOCH,150,4,CINMS
Harris Point,4/19/10,sea_star,PISOCH,160,6,CINMS
Harris Point,4/19/10,sea_star,PISOCH,170,4,CINMS
Harris Point,4/19/10,sea_star,PISOCH,180,3,CINMS
Harris Point,4/19/10,sea_star,PISOCH,50,1,CINMS
Harris Point,4/19/10,sea_star,PYCHEL,NA,3,CINMS
Harris Point,4/19/10,sea_star,STRPUR,NA,3,CINMS
Harris Point,12/5/10,sea_star,PATMIN,NA,15,CINMS
Harris Point,12/5/10,sea_star,PISOCH,120,1,CINMS
Harris Point,12/5/10,sea_star,PISOCH,130,2,CINMS
Harris Point,12/5/10,sea_star,PISOCH,150,2,CINMS
Harris Point,12/5/10,sea_star,PISOCH,160,2,CINMS
Harris Point,12/5/10,sea_star,PISOCH,170,2,CINMS
Harris Point,12/5/10,sea_star,PYCHEL,NA,2,CINMS
Harris Point,12/9/11,sea_star,PATMIN,NA,4,CINMS
Harris Point,12/9/11,sea_star,PISOCH,NM,21,CINMS
Harris Point,12/9/11,sea_star,PYCHEL,NA,1,CINMS
Harris Point,3/16/12,sea_star,PISOCH,NM,31,CINMS
Harris Point,1/10/13,sea_star,PATMIN,NA,7,CINMS
Harris Point,1/10/13,sea_star,PISOCH,140,3,CINMS
Harris Point,1/10/13,sea_star,PISOCH,150,3,CINMS
Harris Point,1/10/13,sea_star,PISOCH,160,4,CINMS
Harris Point,1/10/13,sea_star,PISOCH,180,1,CINMS
Harris Point,1/10/13,sea_star,PISOCH,NM,5,CINMS
Harris Point,1/16/14,sea_star,PISGIG,NA,2,CINMS
Harris Point,1/16/14,sea_star,PISOCH,140,2,CINMS
Harris Point,1/16/14,sea_star,PISOCH,150,1,CINMS
Harris Point,1/16/14,sea_star,PISOCH,160,2,CINMS
Harris Point,1/16/14,sea_star,PISOCH,170,2,CINMS
Harris Point,1/16/14,sea_star,PISOCH,190,1,CINMS
Harris Point,1/16/14,sea_star,PISOCH,200,4,CINMS
Harris Point,3/28/14,sea_star,LEPTAS,NA,1,CINMS
Harris Point,3/28/14,sea_star,PATMIN,NA,4,CINMS
Harris Point,3/28/14,sea_star,PISOCH,110,1,CINMS
Harris Point,3/28/14,sea_star,PISOCH,120,1,CINMS
Harris Point,12/6/14,sea_star,PATMIN,NA,8,CINMS
Harris Point,12/6/14,sea_star,PISGIG,NA,0,CINMS
Harris Point,12/6/14,sea_star,PISOCH,100,1,CINMS
Harris Point,12/6/14,sea_star,PISOCH,120,1,CINMS
Harris Point,12/6/14,sea_star,PISOCH,160,1,CINMS
Harris Point,12/6/14,sea_star,PYCHEL,NA,0,CINMS
Harris Point,2/8/16,sea_star,PISOCH,NA,0,CINMS
Harris Point,2/6/17,sea_star,PISOCH,NA,0,CINMS
Harris Point,2/1/19,sea_star,PATMIN,NA,5,CINMS
Harris Point,2/1/19,sea_star,PISOCH,NA,0,CINMS
Harris Point,6/7/00,sea_star,PATMIN,NA,2,CINMS
Harris Point,6/7/00,sea_star,PISGIG,NA,2,CINMS
Harris Point,6/7/00,sea_star,PISOCH,NM,4,CINMS
Harris Point,11/26/00,sea_star,PATMIN,NA,1,CINMS
Harris Point,11/26/00,sea_star,PISOCH,NM,2,CINMS
Harris Point,4/3/01,sea_star,PATMIN,NA,1,CINMS
Harris Point,4/3/01,sea_star,PISOCH,NM,2,CINMS
Harris Point,3/27/02,sea_star,PATMIN,NA,7,CINMS
Harris Point,3/27/02,sea_star,PISOCH,NM,8,CINMS
Harris Point,1/16/03,sea_star,PISOCH,NM,2,CINMS
Harris Point,4/14/03,sea_star,PISOCH,NM,2,CINMS
Harris Point,1/5/04,sea_star,PATMIN,NA,7,CINMS
Harris Point,1/5/04,sea_star,PISOCH,130,1,CINMS
Harris Point,1/5/04,sea_star,PISOCH,160,3,CINMS
Harris Point,1/5/04,sea_star,PISOCH,170,1,CINMS
Harris Point,1/5/04,sea_star,PISOCH,180,2,CINMS
Harris Point,1/5/04,sea_star,PISOCH,60,1,CINMS
Harris Point,5/8/04,sea_star,PATMIN,NA,3,CINMS
Harris Point,5/8/04,sea_star,PISGIG,NA,1,CINMS
Harris Point,5/8/04,sea_star,PISOCH,140,1,CINMS
Harris Point,5/8/04,sea_star,PISOCH,150,4,CINMS
Harris Point,5/8/04,sea_star,PISOCH,170,2,CINMS
Harris Point,5/8/04,sea_star,PISOCH,180,1,CINMS
Harris Point,1/22/05,sea_star,PATMIN,NA,10,CINMS
Harris Point,1/22/05,sea_star,PISOCH,100,1,CINMS
Harris Point,1/22/05,sea_star,PISOCH,110,1,CINMS
Harris Point,1/22/05,sea_star,PISOCH,120,2,CINMS
Harris Point,1/22/05,sea_star,PISOCH,130,1,CINMS
Harris Point,1/22/05,sea_star,PISOCH,150,1,CINMS
Harris Point,4/29/05,sea_star,PATMIN,NA,4,CINMS
Harris Point,4/29/05,sea_star,PISOCH,100,1,CINMS
Harris Point,4/29/05,sea_star,PISOCH,110,1,CINMS
Harris Point,4/29/05,sea_star,PISOCH,120,1,CINMS
Harris Point,4/29/05,sea_star,PISOCH,140,2,CINMS
Harris Point,4/29/05,sea_star,PISOCH,150,7,CINMS
Harris Point,4/29/05,sea_star,PISOCH,160,3,CINMS
Harris Point,4/29/05,sea_star,PISOCH,170,6,CINMS
Harris Point,1/26/06,sea_star,PATMIN,NA,24,CINMS
Harris Point,1/26/06,sea_star,PISGIG,NA,4,CINMS
Harris Point,1/26/06,sea_star,PISOCH,NM,4,CINMS
Otter Harbor,1/17/07,sea_star,PATMIN,NA,1,CINMS
Otter Harbor,1/17/07,sea_star,PISGIG,NA,7,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,90,2,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,100,8,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,110,9,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,120,15,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,130,15,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,140,14,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,150,7,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,60,2,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,70,2,CINMS
Otter Harbor,1/17/07,sea_star,PISOCH,80,2,CINMS
Otter Harbor,1/19/08,sea_star,PISGIG,NA,2,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,90,5,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,100,2,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,110,7,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,120,10,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,130,8,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,140,9,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,150,7,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,160,2,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,180,1,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,70,2,CINMS
Otter Harbor,1/19/08,sea_star,PISOCH,80,2,CINMS
Otter Harbor,5/10/08,sea_star,PATMIN,NA,2,CINMS
Otter Harbor,5/10/08,sea_star,PISGIG,NA,10,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,90,8,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,100,5,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,110,9,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,120,9,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,130,13,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,140,11,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,150,11,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,160,2,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,170,1,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,40,1,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,70,4,CINMS
Otter Harbor,5/10/08,sea_star,PISOCH,80,3,CINMS
Otter Harbor,1/22/09,sea_star,PATMIN,NA,1,CINMS
Otter Harbor,1/22/09,sea_star,PISGIG,NA,18,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,90,10,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,100,11,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,110,17,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,120,14,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,130,11,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,140,5,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,150,6,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,160,3,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,170,1,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,NM,242,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,60,1,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,70,6,CINMS
Otter Harbor,1/22/09,sea_star,PISOCH,80,16,CINMS
Otter Harbor,4/4/09,sea_star,PATMIN,NA,6,CINMS
Otter Harbor,4/4/09,sea_star,PISGIG,NA,3,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,90,14,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,100,19,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,110,17,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,120,25,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,130,5,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,140,5,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,150,1,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,160,1,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,40,1,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,60,2,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,70,2,CINMS
Otter Harbor,4/4/09,sea_star,PISOCH,80,12,CINMS
Otter Harbor,11/17/09,sea_star,PATMIN,NA,3,CINMS
Otter Harbor,11/17/09,sea_star,PISGIG,NA,16,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,100,6,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,110,9,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,120,21,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,130,16,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,140,10,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,150,6,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,160,2,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,170,2,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,180,1,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,NM,53,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,40,2,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,50,1,CINMS
Otter Harbor,11/17/09,sea_star,PISOCH,60,1,CINMS
Otter Harbor,2/24/10,sea_star,PATMIN,NA,1,CINMS
Otter Harbor,2/24/10,sea_star,PISGIG,NA,6,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,90,14,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,100,6,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,110,7,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,120,7,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,130,4,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,140,7,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,160,1,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,NM,17,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,70,2,CINMS
Otter Harbor,2/24/10,sea_star,PISOCH,80,2,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,90,5,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,100,5,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,110,14,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,120,13,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,130,9,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,140,11,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,150,4,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,160,2,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,NM,29,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,50,2,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,70,1,CINMS
Otter Harbor,12/4/10,sea_star,PISOCH,80,3,CINMS
Otter Harbor,12/9/11,sea_star,PISGIG,NA,4,CINMS
Otter Harbor,12/9/11,sea_star,PISOCH,100,8,CINMS
Otter Harbor,12/9/11,sea_star,PISOCH,110,14,CINMS
Otter Harbor,12/9/11,sea_star,PISOCH,120,17,CINMS
Otter Harbor,12/9/11,sea_star,PISOCH,130,23,CINMS
Otter Harbor,12/9/11,sea_star,PISOCH,140,8,CINMS
Otter Harbor,12/9/11,sea_star,PISOCH,150,5,CINMS
Otter Harbor,12/9/11,sea_star,PISOCH,160,1,CINMS
Otter Harbor,12/9/11,sea_star,PISOCH,70,2,CINMS
Otter Harbor,12/9/11,sea_star,PISOCH,80,5,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,90,4,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,100,2,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,110,7,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,120,6,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,130,6,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,140,11,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,150,10,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,160,7,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,170,4,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,180,2,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,190,1,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,NM,52,CINMS
Otter Harbor,3/19/12,sea_star,PISOCH,80,1,CINMS
Otter Harbor,1/8/13,sea_star,PATMIN,NA,1,CINMS
Otter Harbor,1/8/13,sea_star,PISGIG,NA,3,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,90,4,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,100,11,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,110,17,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,120,10,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,130,11,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,140,4,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,150,2,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,160,1,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,NM,8,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,60,1,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,70,1,CINMS
Otter Harbor,1/8/13,sea_star,PISOCH,80,2,CINMS
Otter Harbor,1/14/14,sea_star,PISGIG,NA,6,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,90,5,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,100,6,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,110,19,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,120,16,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,130,6,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,140,4,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,150,3,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,160,1,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,170,1,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,NM,34,CINMS
Otter Harbor,1/14/14,sea_star,PISOCH,80,1,CINMS
Otter Harbor,3/25/14,sea_star,PISOCH,110,1,CINMS
Otter Harbor,3/25/14,sea_star,PISOCH,120,1,CINMS
Otter Harbor,12/4/14,sea_star,PATMIN,NA,0,CINMS
Otter Harbor,12/4/14,sea_star,PISGIG,NA,0,CINMS
Otter Harbor,12/4/14,sea_star,PISOCH,90,2,CINMS
Otter Harbor,12/4/14,sea_star,PISOCH,100,1,CINMS
Otter Harbor,12/4/14,sea_star,PISOCH,110,1,CINMS
Otter Harbor,12/4/14,sea_star,PISOCH,120,1,CINMS
Otter Harbor,12/4/14,sea_star,PISOCH,70,1,CINMS
Otter Harbor,12/4/14,sea_star,PYCHEL,NA,0,CINMS
Otter Harbor,2/4/16,sea_star,PISOCH,130,1,CINMS
Otter Harbor,2/4/16,sea_star,PISOCH,60,1,CINMS
Otter Harbor,2/7/17,sea_star,PISOCH,200,1,CINMS
Otter Harbor,1/31/19,sea_star,PISOCH,NA,0,CINMS
Otter Harbor,6/6/00,sea_star,PATMIN,NA,2,CINMS
